A2;Satz-ID;B2;B16
121;B;0002214776;10
121;B;0002214792;10
121;B;0002214822;10
121;B;0002214830;10
121;B;0002214857;10
121;B;0002214890;10
121;B;0002214903;10
121;B;0002214911;10
121;B;0002214920;10
121;B;0002214970;10
121;B;0002215012;10
121;B;0002215020;10
121;B;0002215039;10
121;B;0002215063;10
121;B;0002215071;10
121;B;0002215080;10
121;B;0002215110;10
121;B;0002215128;10
121;B;0002215136;10
121;B;0002215144;10
121;B;0002215152;10
121;B;0002215160;10
121;B;0002215179;10
121;B;0002215187;10
121;B;0002215250;10
121;B;0002215292;10
121;B;0002215306;10
121;B;0002215314;10
121;B;0002215322;10
121;B;0002215330;10
121;B;0002215349;10
121;B;0002215357;10
121;B;0002215365;10
121;B;0002215381;10
121;B;0002215403;10
121;B;0002215411;90
121;B;0002215420;10
121;B;0002215438;10
121;B;0002215454;90
121;B;0002215462;10
121;B;0002215489;10
121;B;0002215497;10
121;B;0002215500;10
121;B;0002215519;10
121;B;0002215543;10
121;B;0002215586;10
121;B;0002215594;10
121;B;0002215659;10
121;B;0002215683;10
121;B;0002215705;10
121;B;0002215721;10
121;B;0002215756;10
121;B;0002215764;10
121;B;0002215772;10
121;B;0002215802;10
121;B;0002215810;10
121;B;0002215845;10
121;B;0002215853;10
121;B;0002215861;10
121;B;0002215888;10
121;B;0002215969;10
121;B;0002216000;10
121;B;0002216019;10
121;B;0002216027;10
121;B;0002216043;10
121;B;0002216060;10
121;B;0002216078;10
121;B;0002216108;10
121;B;0002216116;10
121;B;0002216124;10
121;B;0002216132;10
121;B;0002216140;10
121;B;0002216167;10
121;B;0002216183;10
121;B;0002216191;10
121;B;0002216264;10
121;B;0002216272;10
121;B;0002216280;10
121;B;0002216299;10
121;B;0002216302;10
121;B;0002216310;10
121;B;0002216329;10
121;B;0002216345;10
121;B;0002216353;10
121;B;0002216400;10
121;B;0002216418;10
121;B;0002216434;10
121;B;0002216469;10
121;B;0002216493;10
121;B;0002216515;10
121;B;0002216523;10
121;B;0002216574;10
121;B;0002216582;10
121;B;0002216604;10
121;B;0002216612;10
121;B;0002216639;10
121;B;0002216647;10
121;B;0002216655;10
121;B;0002216663;10
121;B;0002216671;10
121;B;0002216698;90
121;B;0002216710;10
121;B;0002216728;10
121;B;0002216736;10
121;B;0002216760;10
121;B;0002216795;10
121;B;0002216868;10
121;B;0002216876;10
121;B;0002216892;10
121;B;0002216914;10
121;B;0002216922;10
121;B;0002216930;10
121;B;0002216949;10
121;B;0002216957;10
121;B;0002216965;10
121;B;0002216973;10
121;B;0002216981;10
121;B;0002217015;10
121;B;0002217023;10
121;B;0002217031;10
121;B;0002217040;10
121;B;0002217058;10
121;B;0002217066;10
121;B;0002217074;10
121;B;0002217082;10
121;B;0002217090;10
121;B;0002217104;10
121;B;0002217139;10
121;B;0002217147;10
121;B;0002217155;10
121;B;0002217163;10
121;B;0002217180;10
121;B;0002217198;10
121;B;0002217201;10
121;B;0002217210;10
121;B;0002217228;10
121;B;0002217236;10
121;B;0002217244;10
121;B;0002217260;10
121;B;0002217317;10
121;B;0002217392;10
121;B;0002217414;10
121;B;0002217422;10
121;B;0002217430;10
121;B;0002217449;10
121;B;0002217457;10
121;B;0002217473;10
121;B;0002217511;10
121;B;0002217520;10
121;B;0002217546;10
121;B;0002217554;10
121;B;0002217562;10
121;B;0002217589;10
121;B;0002217597;10
121;B;0002217643;10
121;B;0002217651;10
121;B;0002217708;10
121;B;0002217716;10
121;B;0002217724;10
121;B;0002217740;10
121;B;0002217759;10
121;B;0002217775;10
121;B;0002217813;10
121;B;0002217848;10
121;B;0002217880;10
121;B;0002217910;10
121;B;0002217937;10
121;B;0002217961;10
121;B;0002217988;10
121;B;0002217996;10
121;B;0002218020;10
121;B;0002218054;10
121;B;0002218070;10
121;B;0002218119;10
121;B;0002218135;10
121;B;0002218143;10
121;B;0002218186;10
121;B;0002218224;10
121;B;0002218240;10
121;B;0002218275;10
121;B;0002218305;10
121;B;0002218321;10
121;B;0002218330;10
121;B;0002218372;10
121;B;0002218402;10
121;B;0002218445;10
121;B;0002218470;10
121;B;0002218488;10
121;B;0002218496;10
121;B;0002218500;10
121;B;0002218518;10
121;B;0002218526;10
121;B;0002218534;10
121;B;0002218542;10
121;B;0002218550;10
121;B;0002218569;10
121;B;0002218593;10
121;B;0002218607;10
121;B;0002218631;10
121;B;0002218640;10
121;B;0002218666;10
121;B;0002218674;10
121;B;0002218712;10
121;B;0002218739;10
121;B;0002218747;90
121;B;0002218780;10
121;B;0002218798;10
121;B;0002218801;10
121;B;0002218810;10
121;B;0002218828;10
121;B;0002218844;10
121;B;0002218860;10
121;B;0002218879;10
121;B;0002218887;10
121;B;0002218895;10
121;B;0002218925;10
121;B;0002218933;10
121;B;0002218950;10
121;B;0002218968;10
121;B;0002218976;10
121;B;0002218984;10
121;B;0002218992;10
121;B;0002219000;10
121;B;0002219042;10
121;B;0002219077;10
121;B;0002219085;10
121;B;0002219123;10
121;B;0002219131;10
121;B;0002219140;10
121;B;0002219158;10
121;B;0002219182;10
121;B;0002219204;10
121;B;0002219212;10
121;B;0002219239;10
121;B;0002219271;10
121;B;0002219280;10
121;B;0002219310;10
121;B;0002219336;10
121;B;0002219360;10
121;B;0002219387;10
121;B;0002219417;10
121;B;0002219425;10
121;B;0002219433;10
121;B;0002219441;10
121;B;0002219476;10
121;B;0002219514;90
121;B;0002219530;10
121;B;0002219549;10
121;B;0002219557;10
121;B;0002219565;10
121;B;0002219590;10
121;B;0002219620;10
121;B;0002219638;10
121;B;0002219646;10
121;B;0002219654;10
121;B;0002219662;10
121;B;0002219689;10
121;B;0002219697;10
121;B;0002219719;10
121;B;0002219760;10
121;B;0002219778;10
121;B;0002219786;10
121;B;0002219808;10
121;B;0002219816;10
121;B;0002219824;90
121;B;0002219867;10
121;B;0002219883;10
121;B;0002219921;10
121;B;0002219930;10
121;B;0002219948;10
121;B;0002219956;10
121;B;0002219964;10
121;B;0002219972;10
121;B;0002219980;10
121;B;0002219999;10
121;B;0002220008;10
121;B;0002220016;10
121;B;0002220024;10
121;B;0002220032;10
121;B;0002220040;10
121;B;0002220059;10
121;B;0002220067;10
121;B;0002220121;10
121;B;0002220130;10
121;B;0002220148;10
121;B;0002220180;10
121;B;0002220199;10
121;B;0002220202;10
121;B;0002220210;10
121;B;0002220229;10
121;B;0002220237;10
121;B;0002220245;10
121;B;0002220253;10
121;B;0002220261;10
121;B;0002220270;10
121;B;0002220318;10
121;B;0002220326;10
121;B;0002220334;10
121;B;0002220342;10
121;B;0002220350;10
121;B;0002220369;10
121;B;0002220377;10
121;B;0002220415;10
121;B;0002220423;10
121;B;0002220440;10
121;B;0002220458;10
121;B;0002220504;10
121;B;0002220539;10
121;B;0002220555;10
121;B;0002220563;10
121;B;0002220580;10
121;B;0002220598;10
121;B;0002220601;10
121;B;0002220636;10
121;B;0002220644;10
121;B;0002220660;10
121;B;0002220687;10
121;B;0002220784;10
121;B;0002220806;10
121;B;0002220814;10
121;B;0002220822;10
121;B;0002220873;10
121;B;0002220890;10
121;B;0002220903;10
121;B;0002220938;10
121;B;0002220954;10
121;B;0002220962;10
121;B;0002221020;10
121;B;0002221039;10
121;B;0002221047;10
121;B;0002221055;10
121;B;0002221063;10
121;B;0002221071;10
121;B;0002221080;10
121;B;0002221098;10
121;B;0002221101;10
121;B;0002221110;10
121;B;0002221160;10
121;B;0002221195;10
121;B;0002221209;10
121;B;0002221225;10
121;B;0002221250;10
121;B;0002221276;10
121;B;0002221292;10
121;B;0002221306;10
121;B;0002221322;10
121;B;0002221330;10
121;B;0002221365;10
121;B;0002221373;10
121;B;0002221381;10
121;B;0002221411;10
121;B;0002221420;10
121;B;0002221438;10
121;B;0002221446;10
121;B;0002221454;10
121;B;0002221462;10
121;B;0002221489;10
121;B;0002221497;10
121;B;0002221500;10
121;B;0002221519;10
121;B;0002221527;10
121;B;0002221535;10
121;B;0002221543;10
121;B;0002221560;10
121;B;0002221578;10
121;B;0002221586;10
121;B;0002221608;10
121;B;0002221616;10
121;B;0002221624;10
121;B;0002221632;10
121;B;0002221691;10
121;B;0002221713;10
121;B;0002221721;10
121;B;0002221730;10
121;B;0002221748;10
121;B;0002221764;10
121;B;0002221772;10
121;B;0002221780;10
121;B;0002221799;10
121;B;0002221829;10
121;B;0002221853;10
121;B;0002221870;10
121;B;0002221888;10
121;B;0002221896;10
121;B;0002221918;10
121;B;0002221926;10
121;B;0002221934;10
121;B;0002221942;10
121;B;0002221977;10
121;B;0002222000;10
121;B;0002222019;10
121;B;0002222027;10
121;B;0002222035;10
121;B;0002222043;10
121;B;0002222060;10
121;B;0002222094;10
121;B;0002222108;10
121;B;0002222116;10
121;B;0002222124;10
121;B;0002222230;10
121;B;0002222256;10
121;B;0002222272;10
121;B;0002222337;10
121;B;0002222353;10
121;B;0002222442;10
121;B;0002222469;10
121;B;0002222493;10
121;B;0002222507;10
121;B;0002222566;10
121;B;0002222574;10
121;B;0002222612;10
121;B;0002222620;10
121;B;0002222639;10
121;B;0002222655;10
121;B;0002222680;10
121;B;0002222710;10
121;B;0002222728;10
121;B;0002222736;10
121;B;0002222744;10
121;B;0002222809;10
121;B;0002222817;10
121;B;0002222825;10
121;B;0002222841;10
121;B;0002222884;10
121;B;0002222906;10
121;B;0002222914;10
121;B;0002222922;10
121;B;0002222957;10
121;B;0002222990;10
121;B;0002223007;10
121;B;0002223015;10
121;B;0002223040;10
121;B;0002223058;10
121;B;0002223066;10
121;B;0002223090;10
121;B;0002223120;10
121;B;0002223139;10
121;B;0002223147;10
121;B;0002223171;10
121;B;0002223180;10
121;B;0002223228;10
121;B;0002223236;10
121;B;0002223260;10
121;B;0002223295;10
121;B;0002223317;10
121;B;0002223325;10
121;B;0002223350;10
121;B;0002223368;10
121;B;0002223376;10
121;B;0002223392;10
121;B;0002223449;10
121;B;0002223465;10
121;B;0002223538;10
121;B;0002223570;10
121;B;0002223589;10
121;B;0002223597;10
121;B;0002223600;10
121;B;0002223619;90
121;B;0002223627;10
121;B;0002223651;10
121;B;0002223660;10
121;B;0002223708;10
121;B;0002223724;10
121;B;0002223740;10
121;B;0002223805;10
121;B;0002223821;10
121;B;0002223830;10
121;B;0002223848;10
121;B;0002223856;10
121;B;0002223864;10
121;B;0002223880;10
121;B;0002223899;10
121;B;0002223902;10
121;B;0002223937;10
121;B;0002223945;10
121;B;0002223953;10
121;B;0002223961;10
121;B;0002223970;10
121;B;0002223988;10
121;B;0002223996;10
121;B;0002224011;10
121;B;0002224020;10
121;B;0002224038;10
121;B;0002224054;10
121;B;0002224070;10
121;B;0002224100;10
121;B;0002224119;10
121;B;0002224135;10
121;B;0002224208;10
121;B;0002224216;10
121;B;0002224224;10
121;B;0002224232;10
121;B;0002224259;90
121;B;0002224275;10
121;B;0002224283;10
121;B;0002224291;10
121;B;0002224305;10
121;B;0002224321;10
121;B;0002224348;10
121;B;0002224356;10
121;B;0002224364;10
121;B;0002224399;10
121;B;0002224402;10
121;B;0002224410;10
121;B;0002224461;10
121;B;0002224500;10
121;B;0002224534;10
121;B;0002224569;10
121;B;0002224577;10
121;B;0002224593;10
121;B;0002224607;10
121;B;0002224615;10
121;B;0002224623;10
121;B;0002224631;10
121;B;0002224640;10
121;B;0002224658;10
121;B;0002224666;10
121;B;0002224682;10
121;B;0002224690;10
121;B;0002224712;10
121;B;0002224720;10
121;B;0002224739;10
121;B;0002224747;10
121;B;0002224755;10
121;B;0002224801;10
121;B;0002224810;10
121;B;0002224828;10
121;B;0002224836;10
121;B;0002224852;10
121;B;0002224887;10
121;B;0002224895;10
121;B;0002224909;10
121;B;0002224933;10
121;B;0002224941;10
121;B;0002224950;10
121;B;0002225018;10
121;B;0002225034;10
121;B;0002225085;10
121;B;0002225093;10
121;B;0002225107;10
121;B;0002225123;10
121;B;0002225140;10
121;B;0002225174;10
121;B;0002225182;10
121;B;0002225190;10
121;B;0002225204;10
121;B;0002225220;10
121;B;0002225239;10
121;B;0002225247;10
121;B;0002225298;10
121;B;0002225301;10
121;B;0002225310;10
121;B;0002225328;10
121;B;0002225336;10
121;B;0002225352;10
121;B;0002225360;10
121;B;0002225379;10
121;B;0002225387;10
121;B;0002225395;10
121;B;0002225417;10
121;B;0002225433;10
121;B;0002225441;10
121;B;0002225450;10
121;B;0002225468;10
121;B;0002225492;10
121;B;0002225506;10
121;B;0002225522;10
121;B;0002225530;10
121;B;0002225549;10
121;B;0002225565;10
121;B;0002225620;10
121;B;0002225638;10
121;B;0002225654;10
121;B;0002225662;10
121;B;0002225689;10
121;B;0002225700;10
121;B;0002225735;10
121;B;0002225840;10
121;B;0002225875;10
121;B;0002225913;10
121;B;0002225948;10
121;B;0002225956;10
121;B;0002225964;10
121;B;0002225972;10
121;B;0002225980;10
121;B;0002225999;10
121;B;0002226006;10
121;B;0002226022;10
121;B;0002226057;10
121;B;0002226073;10
121;B;0002226189;10
121;B;0002226197;10
121;B;0002226243;10
121;B;0002226251;10
121;B;0002226260;10
121;B;0002226278;10
121;B;0002226294;10
121;B;0002226340;10
121;B;0002226359;10
121;B;0002226375;90
121;B;0002226383;10
121;B;0002226413;10
121;B;0002226421;10
121;B;0002226448;90
121;B;0002226464;10
121;B;0002226472;10
121;B;0002226480;10
121;B;0002226502;10
121;B;0002226537;90
121;B;0002226545;10
121;B;0002226588;10
121;B;0002226596;10
121;B;0002226600;10
121;B;0002226618;10
121;B;0002226677;10
121;B;0002226715;10
121;B;0002226723;10
121;B;0002226731;10
121;B;0002226740;10
121;B;0002226782;10
121;B;0002226790;10
121;B;0002226804;10
121;B;0002226812;10
121;B;0002226820;10
121;B;0002226847;10
121;B;0002226855;10
121;B;0002226880;10
121;B;0002226928;10
121;B;0002226936;10
121;B;0002226979;10
121;B;0002226995;10
121;B;0002227002;10
121;B;0002227010;10
121;B;0002227029;10
121;B;0002227053;10
121;B;0002227070;10
121;B;0002227088;10
121;B;0002227118;10
121;B;0002227126;10
121;B;0002227134;10
121;B;0002227142;10
121;B;0002227150;10
121;B;0002227169;10
121;B;0002227193;10
121;B;0002227207;10
121;B;0002227223;10
121;B;0002227231;10
121;B;0002227266;10
121;B;0002227290;10
121;B;0002227347;10
121;B;0002227355;10
121;B;0002227363;10
121;B;0002227371;10
121;B;0002227398;10
121;B;0002227410;10
121;B;0002227428;10
121;B;0002227436;10
121;B;0002227460;10
121;B;0002227479;10
121;B;0002227487;10
121;B;0002227509;10
121;B;0002227533;10
121;B;0002227541;10
121;B;0002227568;10
121;B;0002227576;10
121;B;0002227649;10
121;B;0002227665;10
121;B;0002227673;10
121;B;0002227720;10
121;B;0002227738;10
121;B;0002227754;10
121;B;0002227770;10
121;B;0002227789;10
121;B;0002227797;10
121;B;0002227800;10
121;B;0002227827;10
121;B;0002227835;10
121;B;0002227843;10
121;B;0002227886;10
121;B;0002227916;10
121;B;0002227959;10
121;B;0002227967;10
121;B;0002227975;90
121;B;0002227991;10
121;B;0002228009;10
121;B;0002228017;10
121;B;0002228041;10
121;B;0002228068;10
121;B;0002228076;10
121;B;0002228084;10
121;B;0002228092;10
121;B;0002228106;10
121;B;0002228114;10
121;B;0002228122;10
121;B;0002228157;10
121;B;0002228262;10
121;B;0002228289;10
121;B;0002228297;10
121;B;0002228300;10
121;B;0002228319;10
121;B;0002228327;10
121;B;0002228335;10
121;B;0002228360;10
121;B;0002228394;10
121;B;0002228408;10
121;B;0002228424;10
121;B;0002228432;10
121;B;0002228459;10
121;B;0002228467;10
121;B;0002228505;10
121;B;0002228599;10
121;B;0002228610;10
121;B;0002228653;10
121;B;0002228734;10
121;B;0002228750;10
121;B;0002228769;10
121;B;0002228785;10
121;B;0002228807;10
121;B;0002228815;90
121;B;0002228831;10
121;B;0002228840;10
121;B;0002228866;10
121;B;0002228904;10
121;B;0002228939;10
121;B;0002228955;10
121;B;0002228971;10
121;B;0002228998;10
121;B;0002229005;10
121;B;0002229013;10
121;B;0002229030;10
121;B;0002229048;10
121;B;0002229056;10
121;B;0002229064;10
121;B;0002229072;10
121;B;0002229099;10
121;B;0002229137;10
121;B;0002229145;10
121;B;0002229153;10
121;B;0002229161;10
121;B;0002229170;10
121;B;0002229188;10
121;B;0002229196;10
121;B;0002229200;10
121;B;0002229218;10
121;B;0002229226;10
121;B;0002229234;10
121;B;0002229242;10
121;B;0002229250;10
121;B;0002229269;10
121;B;0002229277;10
121;B;0002229293;10
121;B;0002229315;10
121;B;0002229340;10
121;B;0002229358;10
121;B;0002229374;10
121;B;0002229382;10
121;B;0002229390;10
121;B;0002229412;10
121;B;0002229439;10
121;B;0002229447;10
121;B;0002229471;10
121;B;0002229501;10
121;B;0002229528;10
121;B;0002229536;10
121;B;0002229552;10
121;B;0002229560;10
121;B;0002229587;10
121;B;0002229595;10
121;B;0002229609;10
121;B;0002229617;10
121;B;0002229641;10
121;B;0002229684;10
121;B;0002229692;10
121;B;0002229722;10
121;B;0002229757;10
121;B;0002229781;10
121;B;0002229790;10
121;B;0002229811;10
121;B;0002229820;10
121;B;0002229838;10
121;B;0002229846;10
121;B;0002229862;10
121;B;0002229870;10
121;B;0002229889;10
121;B;0002229897;10
121;B;0002229919;10
121;B;0002229935;10
121;B;0002229943;10
121;B;0002229960;10
121;B;0002229978;10
121;B;0002230011;10
121;B;0002230020;10
121;B;0002230038;10
121;B;0002230062;10
121;B;0002230070;90
121;B;0002230089;10
121;B;0002230097;10
121;B;0002230100;10
121;B;0002230127;10
121;B;0002230135;10
121;B;0002230178;10
121;B;0002230186;10
121;B;0002230224;10
121;B;0002230267;10
121;B;0002230275;10
121;B;0002230283;10
121;B;0002230313;90
121;B;0002230348;90
121;B;0002230364;10
121;B;0002230372;10
121;B;0002230399;10
121;B;0002230429;10
121;B;0002230437;10
121;B;0002230445;10
121;B;0002230470;10
121;B;0002230488;10
121;B;0002230496;10
121;B;0002230500;10
121;B;0002230526;10
121;B;0002230534;10
121;B;0002230542;10
121;B;0002230550;10
121;B;0002230577;10
121;B;0002230585;10
121;B;0002230593;10
121;B;0002230623;10
121;B;0002230674;10
121;B;0002230712;10
121;B;0002230720;10
121;B;0002230739;10
121;B;0002230798;10
121;B;0002230887;10
121;B;0002230895;10
121;B;0002230984;10
121;B;0002230992;10
121;B;0002231000;10
121;B;0002231042;10
121;B;0002231077;10
121;B;0002231093;10
121;B;0002231115;10
121;B;0002231131;10
121;B;0002231140;10
121;B;0002231174;10
121;B;0002231182;10
121;B;0002231190;10
121;B;0002231204;10
121;B;0002231212;10
121;B;0002231247;10
121;B;0002231255;10
121;B;0002231310;10
121;B;0002231328;10
121;B;0002231344;10
121;B;0002231395;10
121;B;0002231409;10
121;B;0002231417;10
121;B;0002231433;10
121;B;0002231441;10
121;B;0002231450;10
121;B;0002231476;10
121;B;0002231484;10
121;B;0002231492;10
121;B;0002231506;10
121;B;0002231514;10
121;B;0002231522;10
121;B;0002231549;10
121;B;0002231565;90
121;B;0002231590;10
121;B;0002231603;10
121;B;0002231620;10
121;B;0002231638;10
121;B;0002231646;10
121;B;0002231654;10
121;B;0002231670;10
121;B;0002231697;10
121;B;0002231700;10
121;B;0002231719;10
121;B;0002231727;10
121;B;0002231743;10
121;B;0002231751;10
121;B;0002231760;10
121;B;0002231778;10
121;B;0002231786;10
121;B;0002231824;10
121;B;0002231840;10
121;B;0002231859;10
121;B;0002231867;10
121;B;0002231875;10
121;B;0002231948;10
121;B;0002231956;10
121;B;0002231964;10
121;B;0002231972;10
121;B;0002231999;10
121;B;0002232014;10
121;B;0002232022;10
121;B;0002232030;10
121;B;0002232049;10
121;B;0002232057;10
121;B;0002232065;10
121;B;0002232081;10
121;B;0002232090;10
121;B;0002232120;10
121;B;0002232154;10
121;B;0002232162;10
121;B;0002232170;10
121;B;0002232189;10
121;B;0002232197;10
121;B;0002232235;10
121;B;0002232251;10
121;B;0002232260;10
121;B;0002232278;10
121;B;0002232286;10
121;B;0002232294;10
121;B;0002232308;10
121;B;0002232332;10
121;B;0002232340;10
121;B;0002232375;10
121;B;0002232391;10
121;B;0002232448;10
121;B;0002232464;10
121;B;0002232480;90
121;B;0002232499;10
121;B;0002232502;10
121;B;0002232545;10
121;B;0002232561;10
121;B;0002232570;10
121;B;0002232600;10
121;B;0002232618;10
121;B;0002232634;10
121;B;0002232642;10
121;B;0002232650;10
121;B;0002232669;10
121;B;0002232677;10
121;B;0002232715;10
121;B;0002232731;10
121;B;0002232740;10
121;B;0002232758;10
121;B;0002232766;10
121;B;0002232774;10
121;B;0002232812;10
121;B;0002232847;10
121;B;0002232898;10
121;B;0002232901;10
121;B;0002232936;10
121;B;0002232952;10
121;B;0002232995;10
121;B;0002233010;10
121;B;0002233037;10
121;B;0002233100;10
121;B;0002233126;10
121;B;0002233142;10
121;B;0002233169;10
121;B;0002233193;10
121;B;0002233266;10
121;B;0002233274;10
121;B;0002233282;10
121;B;0002233290;10
121;B;0002233304;10
121;B;0002233339;10
121;B;0002233347;10
121;B;0002233355;10
121;B;0002233363;11
121;B;0002233371;10
121;B;0002233380;10
121;B;0002233398;10
121;B;0002233401;10
121;B;0002233410;10
121;B;0002233428;10
121;B;0002233436;10
121;B;0002233460;10
121;B;0002233479;10
121;B;0002233487;10
121;B;0002233495;10
121;B;0002233509;10
121;B;0002233517;10
121;B;0002233533;10
121;B;0002233541;10
121;B;0002233550;10
121;B;0002233576;10
121;B;0002233584;10
121;B;0002233592;10
121;B;0002233606;10
121;B;0002233622;10
121;B;0002233657;10
121;B;0002233665;10
121;B;0002233673;10
121;B;0002233681;10
121;B;0002233690;10
121;B;0002233703;10
121;B;0002233720;10
121;B;0002233738;10
121;B;0002233762;10
121;B;0002233770;10
121;B;0002233797;10
121;B;0002233800;10
121;B;0002233819;10
121;B;0002233827;10
121;B;0002233835;10
121;B;0002233843;10
121;B;0002233851;10
121;B;0002233878;10
121;B;0002233886;10
121;B;0002233894;10
121;B;0002233908;10
121;B;0002233916;10
121;B;0002233924;10
121;B;0002233967;10
121;B;0002234033;10
121;B;0002234076;10
121;B;0002234106;10
121;B;0002234114;10
121;B;0002234122;10
121;B;0002234149;10
121;B;0002234190;10
121;B;0002234220;10
121;B;0002234254;10
121;B;0002234262;10
121;B;0002234289;10
121;B;0002234297;10
121;B;0002234300;10
121;B;0002234335;10
121;B;0002234343;10
121;B;0002234360;10
121;B;0002234386;10
121;B;0002234394;10
121;B;0002234408;10
121;B;0002234416;10
121;B;0002234440;10
121;B;0002234459;10
121;B;0002234467;10
121;B;0002234475;10
121;B;0002234491;10
121;B;0002234513;10
121;B;0002234530;10
121;B;0002234572;10
121;B;0002234599;10
121;B;0002234602;10
121;B;0002234610;10
121;B;0002234629;10
121;B;0002234653;10
121;B;0002234700;10
121;B;0002234718;10
121;B;0002234726;10
121;B;0002234734;10
121;B;0002234769;10
121;B;0002234777;10
121;B;0002234785;10
121;B;0002234823;10
121;B;0002234831;10
121;B;0002234840;10
121;B;0002234858;10
121;B;0002234866;10
121;B;0002234874;10
121;B;0002234882;10
121;B;0002234890;10
121;B;0002234963;10
121;B;0002234980;10
121;B;0002235005;10
121;B;0002235013;10
121;B;0002235064;10
121;B;0002235080;10
121;B;0002235102;10
121;B;0002235145;10
121;B;0002235161;10
121;B;0002235170;10
121;B;0002235188;10
121;B;0002235196;10
121;B;0002235226;10
121;B;0002235250;10
121;B;0002235269;10
121;B;0002235285;10
121;B;0002235307;10
121;B;0002235340;10
121;B;0002235374;10
121;B;0002235382;10
121;B;0002235404;10
121;B;0002235412;10
121;B;0002235455;10
121;B;0002235463;10
121;B;0002235471;10
121;B;0002235498;10
121;B;0002235501;10
121;B;0002235510;10
121;B;0002235528;10
121;B;0002235552;10
121;B;0002235587;10
121;B;0002235595;10
121;B;0002235609;10
121;B;0002235617;10
121;B;0002235625;10
121;B;0002235633;10
121;B;0002235641;10
121;B;0002235650;10
121;B;0002235668;10
121;B;0002235714;10
121;B;0002235722;10
121;B;0002235749;10
121;B;0002235757;10
121;B;0002235846;10
121;B;0002235854;10
121;B;0002235935;10
121;B;0002235960;10
121;B;0002236010;10
121;B;0002236036;10
121;B;0002236060;10
121;B;0002236206;10
121;B;0002236214;10
121;B;0002236222;10
121;B;0002236230;10
121;B;0002236249;10
121;B;0002236257;10
121;B;0002236265;90
121;B;0002236281;10
121;B;0002236303;10
121;B;0002236362;10
121;B;0002236370;10
121;B;0002236389;10
121;B;0002236400;10
121;B;0002236419;10
121;B;0002236435;10
121;B;0002236443;10
121;B;0002236451;10
121;B;0002236478;10
121;B;0002236494;10
121;B;0002236524;10
121;B;0002236567;90
121;B;0002236575;10
121;B;0002236621;10
121;B;0002236630;10
121;B;0002236664;10
121;B;0002236672;10
121;B;0002236680;10
121;B;0002236699;10
121;B;0002236702;10
121;B;0002236710;10
121;B;0002236729;10
121;B;0002236737;10
121;B;0002236745;10
121;B;0002236770;10
121;B;0002236788;10
121;B;0002236796;10
121;B;0002236800;10
121;B;0002236818;90
121;B;0002236885;10
121;B;0002236893;10
121;B;0002236907;10
121;B;0002236915;10
121;B;0002236940;10
121;B;0002236958;10
121;B;0002236966;10
121;B;0002236974;10
121;B;0002236982;10
121;B;0002236990;10
121;B;0002237008;10
121;B;0002237016;10
121;B;0002237024;10
121;B;0002237032;10
121;B;0002237091;10
121;B;0002237105;10
121;B;0002237121;10
121;B;0002237130;10
121;B;0002237164;10
121;B;0002237172;10
121;B;0002237180;10
121;B;0002237253;10
121;B;0002237296;10
121;B;0002237300;10
121;B;0002237326;10
121;B;0002237334;10
121;B;0002237350;10
121;B;0002237369;10
121;B;0002237415;10
121;B;0002237423;10
121;B;0002237440;10
121;B;0002237466;90
121;B;0002237474;10
121;B;0002237504;10
121;B;0002237520;10
121;B;0002237539;10
121;B;0002237547;10
121;B;0002237563;10
121;B;0002237580;10
121;B;0002237598;10
121;B;0002237610;10
121;B;0002237636;10
121;B;0002237644;10
121;B;0002237652;10
121;B;0002237679;10
121;B;0002237687;10
121;B;0002237695;10
121;B;0002237717;10
121;B;0002237741;10
121;B;0002237768;10
121;B;0002237792;10
121;B;0002237849;90
121;B;0002237881;10
121;B;0002237903;10
121;B;0002237938;10
121;B;0002237997;10
121;B;0002238004;10
121;B;0002238039;10
121;B;0002238047;10
121;B;0002238063;10
121;B;0002238071;90
121;B;0002238110;10
121;B;0002238128;10
121;B;0002238152;10
121;B;0002238187;10
121;B;0002238195;10
121;B;0002238225;10
121;B;0002238233;10
121;B;0002238241;10
121;B;0002238250;10
121;B;0002238306;10
121;B;0002238365;10
121;B;0002238373;10
121;B;0002238411;10
121;B;0002238420;10
121;B;0002238438;10
121;B;0002238446;10
121;B;0002238454;10
121;B;0002238462;10
121;B;0002238470;10
121;B;0002238489;10
121;B;0002238497;10
121;B;0002238500;10
121;B;0002238519;10
121;B;0002238527;10
121;B;0002238535;10
121;B;0002238543;10
121;B;0002238551;10
121;B;0002238560;10
121;B;0002238578;10
121;B;0002238586;10
121;B;0002238624;10
121;B;0002238640;10
121;B;0002238659;10
121;B;0002238683;10
121;B;0002238691;10
121;B;0002238721;10
121;B;0002238748;10
121;B;0002238764;10
121;B;0002238772;10
121;B;0002238780;10
121;B;0002238802;10
121;B;0002238810;10
121;B;0002238845;10
121;B;0002238853;10
121;B;0002238861;10
121;B;0002238870;10
121;B;0002238888;10
121;B;0002238896;10
121;B;0002238926;10
121;B;0002238934;10
121;B;0002238950;10
121;B;0002238969;10
121;B;0002238977;10
121;B;0002238985;10
121;B;0002238993;10
121;B;0002239000;10
121;B;0002239019;10
121;B;0002239027;10
121;B;0002239035;10
121;B;0002239043;10
121;B;0002239051;10
121;B;0002239094;10
121;B;0002239108;10
121;B;0002239116;10
121;B;0002239124;10
121;B;0002239132;10
121;B;0002239140;10
121;B;0002239159;10
